Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
1601,24-08-2016,Convegenius,Education,Noida,Michael and Susan Dell Foundation,Private Equity,900000
1602,24-08-2016,UrbanLadder,eCommerce,Mumbai,Trifecta Capital,Private Equity,3000000
1605,25-08-2016,Cult,Healthcare,Bangalore,CureFit,Private Equity,3000000
1608,25-08-2016,ZoomCar,Consumer Internet,Bangalore,Ford Smart Mobility Llc,Private Equity,24000000
1609,26-08-2016,Plix,Consumer Internet,Gurgaon,Instalabs,Seed Funding,500000
1610,26-08-2016,Mobikwik,Consumer Internet,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,40000000
1611,26-08-2016,MyDidi,Consumer Internet,Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000
1613,29-08-2016,LoanTap,Consumer Internet,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000
1614,29-08-2016,Runnr,Consumer Internet,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000
1616,29-08-2016,Notion Press,Consumer Internet,Chennai,Undisclosed HNI investors,Private Equity,1000000
1617,29-08-2016,LivSpace,Consumer Internet,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000
1618,30-08-2016,iAugmentor Labs,Technology,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,149000
1619,30-08-2016,DayBox,Consumer Internet,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000
1620,30-08-2016,Paytm,eCommerce,Bangalore,MediaTek Inc.,Private Equity,60000000
1621,30-08-2016,CropIn,Technology,Bangalore,Sophia Investment ApS,Private Equity,2000000
1622,30-08-2016,Canvera,Consumer Internet,Bangalore,Info Edge (India) Ltd,Private Equity,3000000
1624,31-08-2016,Flyrobe,eCommerce,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000
1627,01-09-2016,Mihup,Technology,Kolkata,Accel Partners,Private Equity,6700000
1633,06-09-2016,eShakti,eCommerce,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000
1634,06-09-2016,CheersOye!,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,500000
1636,06-09-2016,BigStylist,Consumer Internet,Mumbai,Info Edge (India) Ltd,Private Equity,900000
1637,07-09-2016,Zilingo,eCommerce,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000
1638,07-09-2016,Alternacare,Consumer Internet,New Delhi,Eros Labs,Seed Funding,500000
1639,07-09-2016,Simplilearn,Education,Bangalore,InnoVen Capital India,Private Equity,6000000
1640,07-09-2016,Prozo,eCommerce,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000
1641,08-09-2016,TopRankers,Education,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000
1642,08-09-2016,BuildTraders,eCommerce,Bangalore,Idein Ventures,Seed Funding,200000
1643,09-09-2016,Byju\\xe2\\x80\\x99s,Education,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000
1646,10-09-2016,CureInstant,Consumer Internet,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000
1647,10-09-2016,Poshtic,Consumer Internet,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000
1649,12-09-2016,Purple Style Labs,Consumer Internet,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000
1650,12-09-2016,Inuxu,Technology,Pune,Fork Media,Private Equity,3000000
1651,12-09-2016,Nykaa,eCommerce,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000
1652,12-09-2016,Glam Studios,Consumer Internet,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000
1656,13-09-2016,NearBuy,Consumer Internet,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000
1658,14-09-2016,Flocareer,Consumer Internet,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000
1660,15-09-2016,infeedo,Consumer Internet,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000
1661,15-09-2016,Furlenco,eCommerce,Bangalore,Lightbox Ventures and others,Private Equity,5000000
1662,15-09-2016,GoPigeon,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,1500000
1663,16-09-2016,NewsDistill,Consumer Internet,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000
1664,16-09-2016,DoctorInsta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,1000000
1665,19-09-2016,Milofy,Consumer Internet,Bangalore,Accel Partners,Seed Funding,750000
1667,19-09-2016,Swiggy,Consumer Internet,Bangalore,Bessemer Venture Partners,Private Equity,15000000
1669,20-09-2016,JustLikeNew,eCommerce,Hyderabad,LetsVenture,Seed Funding,500000
1671,21-09-2016,Co Life,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,1000000
1673,21-09-2016,Pepperfry,eCommerce,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000
1674,21-09-2016,eQuickies,eCommerce,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000
1675,21-09-2016,Khel Now,Consumer Internet,New Delhi,Anglian Omega Network,Seed Funding,350000
1676,22-09-2016,Gadgetwood,Consumer Internet,New Delhi,Carpediem Capital,Private Equity,6000000
1678,22-09-2016,Flixy Games,Technology,Bangalore,Rebright Partners,Seed Funding,425000
1679,22-09-2016,HashTaag,Technology,Bangalore,Undisclosed investors,Seed Funding,1000000
1680,22-09-2016,PharmaRack,Technology,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000
1681,23-09-2016,\\xc2\\xa0CloudCherry,Technology,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000
1687,27-09-2016,TinyStep,Consumer Internet,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,1580000
1689,28-09-2016,Beardo,eCommerce,Ahmedabad,Venture Catalysts,Seed Funding,500000
1690,28-09-2016,Instacar,Consumer Internet,Indore,Swastika Co Ltd.,Seed Funding,1000000
1691,28-09-2016,Celes Care,Consumer Internet,Hyderabad,Endiya Partners,Seed Funding,1000000
1692,28-09-2016,Druva,Technology,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000
1693,29-09-2016,Promon,eCommerce,New Delhi,Now Capital,Seed Funding,180000
1695,29-09-2016,Unocoin,Consumer Internet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000
1697,30-09-2016,Zeta,Technology,Mumbai,Bhavin Turakhia,Private Equity,19000000
1700,03-10-2016,Mystifly,Consumer Internet,Bangalore,Recruit Holdings,Private Equity,5000000
1702,03-10-2016,Uniphore,Technology,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000
1703,03-10-2016,World Art Community,eCommerce,Gurgaon,Viraj Tyagi & Others,Seed Funding,200000
1704,04-10-2016,Giftxoxo,eCommerce,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000
1707,04-10-2016,India Gifts Portal,eCommerce,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000
1708,04-10-2016,Moglix,eCommerce,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000
1709,04-10-2016,NetLinx,Consumer Internet,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000
1711,04-10-2016,Remitr,Consumer Internet,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000
1712,04-10-2016,InnerChef,Consumer Internet,Gurgaon,"Mistletoe, M&S Partners",Private Equity,2500000
1713,04-10-2016,AppsDaily,Consumer Internet,Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000
1717,05-10-2016,UE LifeSciences,Technology,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000
1719,06-10-2016,RealBox,Technology,Noida,Hyderabad Angels,Seed Funding,300000
1721,06-10-2016,GoZefo,eCommerce,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000
1722,07-10-2016,RayIOT,Technology,Bangalore,HAX Accelerator,Seed Funding,100000
1723,07-10-2016,KOOH Sports,Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000
1724,07-10-2016,Flexiloans,Consumer Internet,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000
1726,10-10-2016,Vithi.com,eCommerce,New Delhi,undisclosed investor,Seed Funding,375000
1727,11-10-2016,Yupp TV,Consumer Internet,Bangalore,Emerald Media,Private Equity,50000000
1728,11-10-2016,Deyor Camps,Consumer Internet,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000
1730,13-10-2016,FabAlley,ecommerce,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000
1733,13-10-2016,RoboVac,Technology,Ahmedabad,Virendra Patel,Seed Funding,450000
1734,14-10-2016,Newspatrolling,Consumer Internet,New Delhi,Undisclosed,Seed Funding,25000
1735,14-10-2016,Postman,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,7000000
1736,14-10-2016,ISFC,Finance,Hyderabad,Gray Matters Capital,Private Equity,6000000
1740,15-10-2016,DailyHunt,Consumer Internet,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000
1741,15-10-2016,Tazzo Bikes,Consumer Internet,Hyderabad,DSG Consumer Partners,Seed Funding,227000
1742,15-10-2016,MyKindofJob,Consumer Internet,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000
1745,17-10-2016,Yumigo,Consumer Internet,Gurgaon,Hemant Sahni,Seed Funding,300000
1746,17-10-2016,Rentalpha,Others,Mumbai,Bravia Capital,Private Equity,16000000
1747,18-10-2016,3Dexter,Technology,New Delhi,Newbie Promoters,Seed Funding,150000
1750,18-10-2016,MySUN,Technology,Noida,General Catalyst Partners,Private Equity,2500000
1752,19-10-2016,Furlenco,Consumer Internet,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000
1753,19-10-2016,Fisdom,Consumer Internet,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000
1754,19-10-2016,Actofit,Technology,Mumbai,Next Orbit Ventures Fund,Private Equity,750000
1758,21-10-2016,ChatOnGo,Consumer Internet,Mumbai,Janak Jain,Seed Funding,300000
1760,24-10-2016,Healthians,Consumer Internet,Gurgaon,BEENEXT,Private Equity,3000000
1761,24-10-2016,Box8,Consumer Internet,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000
1762,25-10-2016,Kredx,eCommerce,Bangalore,Sequoia Capital,Private Equity,6000000
1763,25-10-2016,CreditMate,Consumer Internet,Mumbai,India Quotient,Seed Funding,500000
1766,25-10-2016,SooperMO,Technology,Gurgaon,Lalit Vase,Seed Funding,100000
1767,26-10-2016,OrangeTwig,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,1000000
1769,26-10-2016,The Kettlery,eCommerce,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000
1770,27-10-2016,Idea Bubbles,Consumer Internet,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000
1771,27-10-2016,FR8,Technology,Chennai,Omnivore Partners,Private Equity,971000
1772,27-10-2016,Ather Energy,Technology,Bangalore,Hero MotoCorp,Private Equity,27000000
1774,29-10-2016,Velmenni,Technology,New Delhi,Kalaari Capital,Seed Funding,100000
1775,29-10-2016,Volta Motors,Technology,Chennai,Kalaari Capital,Seed Funding,100000
1776,29-10-2016,Cyclops,Technology,Bangalore,Kalaari Capital,Seed Funding,100000
1777,30-10-2016,Impact Analytics,Technology,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000
1778,31-10-2016,Talent Next,Consumer Internet,Mumbai,Karanpal Singh & Others,Seed Funding,1000000
1779,01-11-2016,PickMyLaundry,Consumer Internet,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,200000
1780,02-11-2016,FreshDesk,Consumer Internet,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,55000000
1781,02-11-2016,LaundryAnna,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,150000
1784,03-11-2016,Zarget,Technology,Chennai,Sequoia India,Private Equity,6000000
1786,03-11-2016,EasyPolicy,Consumer Internet,Noida,"Unilazer Ventures,",Private Equity,10000000
1788,04-11-2016,Connect India,Logistics,Bangalore,Aavishkaar Venture Management,Private Equity,1000000
1789,04-11-2016,Corseco,Technology,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,150000
1792,05-11-2016,Medzin,eCommerce,New Delhi,A M Sikander,Seed Funding,45000
1793,05-11-2016,Bizongo,eCommerce,Mumbai,"IDG Ventures, Accel Partners",Private Equity,3000000
1794,07-11-2016,Rivigo,Technology,Gurgaon,Warburg Pincus,Private Equity,75000000
1795,07-11-2016,JustRide,Consumer Internet,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000
1796,09-11-2016,IIM Jobs,Consumer Internet,New Delhi,India Quotient,Private Equity,2000000
1797,09-11-2016,Square Yards,Consumer Internet,Gurgaon,ADAG Reliance Private Equity,Private Equity,12000000
1798,10-11-2016,GolfLAN,Consumer Internet,New Delhi,"YourNest Angel Fund, iSON",Private Equity,1000000
1802,14-11-2016,Active.ai,Technology,Singapore,"Kalaari Capital, IDG Ventures India",Private Equity,3000000
1803,14-11-2016,ElasticRun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,2000000
1805,15-11-2016,Zefo,eCommerce,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,6000000
1806,15-11-2016,PlaySimple,Technology,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,4000000
1807,16-11-2016,Stasis Labs,Technology,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,5000000
1809,17-11-2016,Koovs,eCommerce,New Delhi,Times of India Group & Existing investors,Private Equity,13500000
1812,17-11-2016,Pictor Imaging,Consumer Internet,Mumbai,Quarizon,Seed Funding,147000
1813,18-11-2016,GramCover,Finance,New Delhi,Omnivore Capital,Seed Funding,1000000
1816,21-11-2016,Bats on delivery,Consumer Internet,Gurgaon,Devdeep Singh,Seed Funding,90000
1817,21-11-2016,numberz.in,Technology,Gurgaon,"Kae Capital, Khosla Impact",Seed Funding,650000
1818,22-11-2016,Housing.com,Consumer Internet,Mumbai,Softbank Group,Private Equity,5000000
1819,22-11-2016,Awesummly,Consumer Internet,Bangalore,"Vivek Bhargava, Ameera Shah",Seed Funding,147000
1821,22-11-2016,Vymo,Technology,Bangalore,Sequoia India,Private Equity,5000000
1823,22-11-2016,Noddapp,Consumer Internet,Mumbai,Undisclosed multiple investors,Seed Funding,147000
1824,23-11-2016,Knowlarity,Consumer Internet,Bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000
1825,23-11-2016,Infisecure,Technology,Mumbai,"IDG Ventures, Axilor Ventures",Seed Funding,600000
1826,23-11-2016,Udaan,eCommerce,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,10000000
1829,24-11-2016,ShareChat,Consumer Internet,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000
1836,28-11-2016,Kloseby,Consumer Internet,Bangalore,Undisclosed Investor,Seed Funding,100000
1837,28-11-2016,WholeSaleBox,eCommerce,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000
1839,29-11-2016,Affordplan,Consumer Internet,New Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000
1840,30-11-2016,HandyTrain,Consumer Internet,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000
1841,30-11-2016,ShopsUp,eCommerce,Bangalore,"Anand Sankeshwar, Yang Shu",Seed Funding,963000
1842,30-11-2016,Indofash,eCommerce,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000
1843,30-11-2016,Entropika,Technology,Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed Funding,200000
1844,30-11-2016,MarianaIQ,Technology,Bangalore,Exfinity Venture Partners,Private Equity,2000000
1845,30-11-2016,Chai Thela,Food & Beverage,Noida,Quarizon,Seed Funding,218000
1846,30-11-2016,Interviewpad,Technology,Pune,Krishna Rokhale,Seed Funding,100000
1847,30-11-2016,Math Buddy,Consumer Internet,Vadodara,Menterra Social Impact Fund,Seed Funding,440000
1848,30-11-2016,Pulse,Consumer Internet,Bangalore,SAIF Partners,Private Equity,500000
1850,30-11-2016,Carcrew.in,Consumer Internet,Mumbai,TVS Group,Seed Funding,500000
1851,01-12-2016,SidQam,Technology,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000
1852,01-12-2016,India Lends,Consumer Internet,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000
1853,01-12-2016,Slide App,Consumer Internet,New Delhi,Songhyun Investment,Private Equity,3600000
1854,02-12-2016,Badiyajobs,Consumer Internet,New Delhi,Undisclosed,Seed Funding,100000
1856,02-12-2016,TYGR,Technology,Mumbai,Franchise India,Private Equity,3000000
1858,05-12-2016,UrDoorStep,eCommerce,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000
1860,06-12-2016,Diro Labs,Consumer Internet,New Delhi,Info Edge (India),Seed Funding,147000
1866,07-12-2016,Revv,Consumer Internet,New Delhi,Edelweiss Private Equity,Private Equity,9000000
1867,07-12-2016,WealthApp,Consumer Internet,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,440000
1869,08-12-2016,Zest Money,Consumer Internet,Mumbai,PayU,Private Equity,6500000
1870,08-12-2016,GoMechanic,Consumer Internet,Gurgaon,Venture Catalysts,Seed Funding,250000
1871,09-12-2016,Stalk Buy Love,eCommerce,New Delhi,Kalaari Capital,Private Equity,6000000
1873,09-12-2016,Wittyparot,Technology,Bangalore,Mumbai Angels,Seed Funding,450000
1874,09-12-2016,NeuroEquilibrium,Technology,Jaipur,Unicorn India Ventures,Seed Funding,250000
1875,12-12-2016,Xseed Education,Technology,Bangalore,Verlinvest SA,Private Equity,10000000
1876,12-12-2016,Rupaiya Exchange,Consumer Internet,New Delhi,Undisclosed Investors,Seed Funding,200000
1877,12-12-2016,Doctor Insta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,2000000
1879,12-12-2016,Fresh Food Concepts,Food & Beverage,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,2000000
1880,13-12-2016,Indifi,Consumer Internet,Gurgaon,Omidyar Network,Private Equity,10000000
1882,13-12-2016,OfBusiness,eCommerce,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000
1884,14-12-2016,Qacco,Consumer Internet,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000
1885,14-12-2016,Fitpass,Consumer Internet,New Delhi,Mumbai Angels,Seed Funding,1000000
1888,14-12-2016,Trading Bells,Consumer Internet,Indore,Swastika Investmart Ltd,Seed Funding,297000
1889,15-12-2016,SERV\\xe2\\x80\\x99D,Consumer Internet,Pune,Digital Financial Service Lab,Seed Funding,100000
1890,15-12-2016,IdeaForge,Technology,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000
1891,15-12-2016,Amagi Media Labs,Technology,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000
1892,15-12-2016,Pocket Aces,Technology,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000
1893,16-12-2016,Pi Data Centers,Technology,Hyderabad,Epsilon Venture Partners,Private Equity,23000000
1894,16-12-2016,TripShelf,Consumer Internet,New Delhi,"GEMS Advisory, Quarizon",Seed Funding,123000
1896,19-12-2016,NoBroker,Consumer Internet,Bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000
1897,20-12-2016,VivoCarat,eCommerce,Mumbai,Undisclosed Investors,Seed Funding,50000
1900,20-12-2016,BYJU\\xe2\\x80\\x99s,Consumer Internet,Bangalore,International Financial Corporation,Private Equity,15000000
1902,21-12-2016,The BlueBook,Consumer Internet,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding,500000
1904,21-12-2016,Vegetall,eCommerce,Chennai,The Chennai Angels,Seed Funding,162000
1906,22-12-2016,Mindler,Consumer Internet,New Delhi,Taxmann,Seed Funding,324000
1907,22-12-2016,MCaffeine,eCommerce,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,300000
1908,23-12-2016,enKast,Technology,Bangalore,Ivy League Alumni Angel Network,Private Equity,2000000
1915,26-12-2016,Dekkho,Consumer Internet,Mumbai,undisclosed investors,Seed Funding,1200000
1916,26-12-2016,Shadowfox,Logistics,Gurgaon,Eight Roads Ventures,Private Equity,10000000
1917,27-12-2016,ShopX,eCommerce,Bangalore,Nandan Nilekani,Private Equity,5000000
1919,29-12-2016,Healthifyme,Consumer Internet,Bangalore,NB Ventures,Private Equity,1000000
1923,02-01-2017,TaxSutra,Consumer Internet,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,366000
1925,03-01-2017,TempoGo,Technology,Panaji,K2 Capital,Seed Funding,825000
1931,06-01-2017,Leap India,Logistics,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,13000000
1932,07-01-2017,FreeCharge,Consumer Internet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000
1933,09-01-2017,TicketNew,Consumer Internet,Chennai,Alibaba Pictures,Private Equity,35000000
1934,10-01-2017,Intelligence Node,Technology,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000
1935,10-01-2017,Securens,Technology,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,5000000
1936,10-01-2017,Loan Frame,Consumer Internet,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000
1938,10-01-2017,Medinfi,Consumer Internet,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,100000
1939,10-01-2017,LensKart,eCommerce,Bangalore,Ronnie Screwvala,Private Equity,3500000
1941,12-01-2017,Hansel.io,Consumer Internet,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,1350000
1942,12-01-2017,Square Yards,Consumer Internet,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,10000000
1943,13-01-2017,Roambee,Technology,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,4100000
1945,13-01-2017,iService,Consumer Internet,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,440000
1946,14-01-2017,Unacademy,Consumer Internet,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000
1949,16-01-2017,ZoloStays,Consumer Internet,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,5000000
1951,16-01-2017,HipCouch,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,700000
1952,17-01-2017,Curiositi,Consumer Internet,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000
1953,17-01-2017,TinyStep,Consumer Internet,Bangalore,Flipkart,Private Equity,2000000
1954,17-01-2017,Practo,Consumer Internet,Bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,55000000
1955,17-01-2017,Ketchupp,Consumer Internet,New Delhi,India Quotient and others,Seed Funding,441000
1956,17-01-2017,Hoopy,Consumer Internet,Gwalior,undisclosed investors,Seed Funding,500000
1957,17-01-2017,Ezytruk,Consumer Internet,Bangalore,"Ajith Nair, Anish K",Seed Funding,147000
1960,18-01-2017,Vahdam Teas,eCommerce,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,650000
1961,18-01-2017,Qwikspec,Technology,Bangalore,Undisclosed Investors,Seed Funding,300000
1963,19-01-2017,Weddingz.in,Consumer Internet,Mumbai,Singularity Ventures,Private Equity,1000000
1970,22-01-2017,MessaGif,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,50000
1973,23-01-2017,CueMath,Technology,New Delhi,"CapitalG, Sequoia India",Private Equity,15000000
1976,24-01-2017,Khel Now,Consumer Internet,Bangalore,Indochine International,Private Equity,500000
1977,24-01-2017,NowFloats,Consumer Internet,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,10000000
1978,24-01-2017,Lets Transport,Consumer Internet,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,4000000
1981,25-01-2017,RML Agtech,Technology,Pune,IvyCap Ventures,Private Equity,4000000
1983,25-01-2017,InstaSafe,Technology,Bangalore,ABM Knowledgeware,Private Equity,2200000
1984,25-01-2017,Infibeam,eCommerce,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,8800000
1985,26-01-2017,AirMed Labs,Consumer Internet,Ahmedabad,Brand Capital,Private Equity,1400000
1986,26-01-2017,99PerHour,Consumer Internet,Chennai,V Aanand R,Seed Funding,300000
1988,30-01-2017,Intuit Things,Technology,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,106000
1989,30-01-2017,Cloudrino,Technology,New Delhi,The Ten Minute Million,Seed Funding,22500
1990,30-01-2017,FabX,eCommerce,Mumbai,The Ten Minute Million,Seed Funding,68000
1991,30-01-2017,Maptags,Consumer Internet,Bangalore,The Ten Minute Million,Seed Funding,18000
1993,31-01-2017,Heads Up For Tails,eCommerce,New Delhi,Undisclosed Investors,Private Equity,2000000
1997,06-02-2017,Capital Float,Consumer Internet,Bangalore,IFMR Capital Finance,Private Equity,2500000
1999,07-02-2017,Inner Hour,Consumer Internet,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,450000
2000,07-02-2017,Travel Triangle,Consumer Internet,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,10000000
2001,08-02-2017,Wandertrails,Consumer Internet,Bangalore,Earlsfield Capital,Seed Funding,1000000
2002,08-02-2017,Zenatix,Technology,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,1200000
